HCPCS Code,HCPCS Description,HCPCS Drug Indicator,Place of Service,Number of Providers,Number of Services,Number of Unique Beneficiary/Provider Interactions,Number of Distinct Medicare Beneficiary/Per Day Services,Average Submitted Charge Amount,Minimum Submitted Charge Amount,Maximum Submitted Charge Amount,Standard Deviation of Submitted Charge Amount,Average Medicare Allowed Amount,Minimum Medicare Allowed Amount,Maximum Medicare Allowed Amount,Standard Deviation of Medicare Allowed Amount,Average Medicare Payment Amount,Minimum Medicare Payment Amount,Maximum Medicare Payment Amount,Standard Deviation of Medicare Payment Amount
23600,Treatment of upper arm fracture,N,F,9285,16628,15968,15982,855.80,8.11,5600.00,464.78,248.39,0.82,525.68,65.90,196.41,0.00,420.54,53.57
23600,Treatment of upper arm fracture,N,O,7323,20765,20678,20740,805.42,137.73,15000.00,397.12,310.01,32.37,490.25,31.19,241.87,0.00,392.20,29.95
23605,Treatment of broken upper arm bone,N,F,1171,1522,1420,1429,1246.06,21.41,8094.00,799.36,327.25,0.97,1002.54,122.59,259.98,0.00,802.03,98.04
23605,Treatment of broken upper arm bone,N,O,283,441,441,441,1185.93,334.59,6300.00,718.68,464.64,89.96,538.96,62.19,362.24,40.00,431.17,57.92
23615,Surgical treatment of broken upper arm bone,N,F,6109,11343,11178,11292,2215.76,71.72,23335.00,1472.79,651.26,48.03,3699.57,350.46,517.03,0.00,2959.66,280.08
23615,Surgical treatment of broken upper arm bone,N,O,62,68,68,68,2210.39,491.00,5429.00,835.91,764.86,109.60,1052.94,240.07,604.64,87.68,842.35,195.15
23616,Surgical treatment of broken upper arm bone,N,F,2319,3286,3265,3276,3743.45,160.57,24306.00,2390.52,907.12,77.90,2350.00,483.14,720.11,0.00,1880.00,387.33
23616,Surgical treatment of broken upper arm bone,N,O,19,19,19,19,3135.67,416.00,8340.00,1917.35,776.16,166.07,1426.41,545.10,620.93,132.86,1141.13,436.08
23620,Treatment of fracture of upper arm bone at shoulder joint,N,F,1029,1146,1142,1143,716.65,164.00,3300.00,351.64,209.84,83.89,301.87,49.62,165.92,19.08,241.50,40.56
23620,Treatment of fracture of upper arm bone at shoulder joint,N,O,2150,2967,2962,2964,678.84,25.00,15000.00,427.81,240.00,1.15,322.41,45.80,185.98,0.00,257.93,42.02
23625,Treatment of broken upper arm bone at shoulder joint,N,F,131,136,136,136,1020.64,269.86,3994.00,559.06,265.87,133.58,481.47,80.45,210.22,106.86,385.18,64.22
23625,Treatment of broken upper arm bone at shoulder joint,N,O,37,43,43,43,964.61,286.71,2711.61,558.99,326.00,173.29,431.14,76.61,258.19,138.63,344.91,59.76
23630,Surgical treatment of broken upper arm bone at shoulder joint,N,F,992,1210,1190,1204,1899.79,104.69,14090.00,1552.77,539.97,47.37,3589.73,499.70,425.73,0.00,2871.78,394.38
23650,Treatment of shoulder dislocation,N,F,11302,14334,14247,14318,905.74,47.50,6107.45,356.83,232.24,4.46,427.86,34.21,182.53,0.00,342.29,31.34
23650,Treatment of shoulder dislocation,N,O,339,467,374,376,517.80,8.87,2314.00,350.17,224.25,0.79,368.64,120.81,173.11,0.00,294.91,96.32
23655,Treatment of shoulder dislocation under anesthesia,N,F,2552,3019,2943,3001,1094.25,177.00,17800.00,848.31,366.15,32.93,916.26,73.03,288.86,0.00,733.01,61.94
23655,Treatment of shoulder dislocation under anesthesia,N,O,53,187,91,109,528.31,2.08,3231.90,539.30,224.99,0.85,650.16,196.95,178.07,0.68,520.13,157.61
23660,Surgical treatment of shoulder dislocation,N,F,318,348,339,346,1834.50,53.35,10451.00,1414.30,331.29,35.67,2161.15,257.95,262.94,5.87,1616.92,205.04
23665,Treatment of shoulder dislocation and broken of upper arm bone,N,F,508,624,532,534,958.12,11.43,8568.75,713.77,303.61,0.85,473.81,136.16,241.31,0.68,379.05,108.89
23665,Treatment of shoulder dislocation and broken of upper arm bone,N,O,44,51,51,51,1083.32,452.00,2595.00,523.94,390.06,78.84,488.89,92.72,303.59,63.07,389.68,77.69
23670,Surgical treatment of shoulder dislocation and broken upper arm bone,N,F,222,229,227,227,2252.38,202.39,12264.70,1576.40,650.00,55.54,4038.86,517.28,516.21,0.00,3231.09,415.50
23675,Treatment of shoulder dislocation and broken upper arm bone,N,F,186,189,189,189,1328.25,365.00,5000.00,599.55,439.87,58.58,583.11,91.90,349.58,46.86,466.49,76.81
23675,Treatment of shoulder dislocation and broken upper arm bone,N,O,17,20,20,20,1295.23,165.00,3735.00,819.26,502.37,165.00,625.83,111.67,394.46,132.00,500.66,91.10
23680,Surgical treatment of shoulder dislocation and broken upper arm bone,N,F,154,163,161,161,2236.92,147.09,11327.00,1424.45,656.41,61.30,1941.85,362.87,525.13,49.04,1553.48,290.30
23700,Manipulation of shoulder joint under anesthesia,N,F,3028,5761,5508,5675,1239.47,123.18,19600.00,1439.40,261.41,71.51,1003.28,187.55,204.79,0.00,802.62,149.21
23700,Manipulation of shoulder joint under anesthesia,N,O,54,239,183,216,563.26,190.70,4000.00,421.74,185.03,90.48,320.36,31.70,143.75,25.00,256.29,27.77
23800,Fusion of bones of shoulder joint,N,F,16,18,17,18,2968.84,644.75,6968.00,1650.19,820.86,131.68,1171.02,339.04,650.46,105.34,936.82,267.82
23900,Amputation of entire arm with removal shoulder blade and a portion of collar bone,N,F,31,33,33,33,5245.24,1128.60,25000.00,4133.28,1140.59,100.55,1578.69,443.95,912.47,80.44,1262.95,355.16
23920,"Removal of tendons, ligaments, and muscles of shoulder",N,F,46,47,47,47,3671.22,533.00,9742.00,1764.28,771.84,37.34,1271.02,367.77,617.48,29.87,1016.82,294.22
23929,Shoulder procedure,N,F,286,529,474,480,2902.77,130.14,25000.00,2988.40,634.43,5.33,6779.76,642.35,501.37,0.00,5423.80,514.45
23930,Drainage of abscess or blood accumulation at upper arm or elbow,N,F,1590,2040,1874,2002,913.68,125.00,10823.60,752.91,194.27,29.53,1083.32,111.68,153.13,0.00,866.66,89.33
23930,Drainage of abscess or blood accumulation at upper arm or elbow,N,O,201,301,245,297,678.94,65.00,4000.00,524.28,329.77,65.00,417.20,76.83,262.25,52.00,333.76,61.54
23931,Drainage of fluid-filled sac (bursa) of upper arm or elbow,N,F,924,1046,1003,1045,829.17,108.00,10820.00,809.23,170.45,58.90,1075.05,135.47,133.41,0.00,860.04,108.89
23931,Drainage of fluid-filled sac (bursa) of upper arm or elbow,N,O,363,427,401,427,581.24,10.00,2500.00,359.68,258.55,10.00,358.85,52.90,201.21,0.00,287.08,48.74
23935,Incision of infected bone of upper arm or elbow,N,F,209,245,229,244,1786.13,76.29,12000.00,1729.40,399.02,32.31,889.43,136.03,316.01,25.85,711.54,110.34
24000,"Incision of elbow with exploration, drainage, or removal of foreign body",N,F,464,532,505,531,1827.12,63.28,15185.00,1460.98,410.83,29.09,1494.41,221.87,326.47,23.27,1195.53,177.20
24006,Incision of elbow with removal of joint capsule,N,F,155,169,164,165,2309.42,140.00,13211.00,1707.45,608.53,45.61,1393.01,323.39,486.33,36.49,1114.41,258.76
24065,Biopsy of soft tissue of upper arm or elbow,N,F,171,185,178,179,631.70,112.00,4400.00,580.25,141.06,70.11,232.98,40.33,111.27,0.00,186.38,34.04
24065,Biopsy of soft tissue of upper arm or elbow,N,O,155,572,541,556,322.33,90.00,1008.14,125.62,229.81,80.26,321.53,38.13,177.74,15.70,252.92,34.04
24066,Biopsy of soft tissue of upper arm or elbow,N,F,244,325,317,323,1331.92,319.80,13321.08,1342.24,343.87,27.27,792.59,110.25,268.80,15.00,634.07,89.75
24066,Biopsy of soft tissue of upper arm or elbow,N,O,21,36,34,36,802.64,110.00,1734.00,368.09,435.06,110.00,679.14,159.09,341.19,88.00,543.31,131.20
24071,Removal (3 centimeters or greater) tissue growth of upper arm or elbow,N,F,1862,2351,2187,2210,1650.46,36.78,15000.00,1660.65,432.52,24.93,1263.13,239.17,341.50,0.00,1010.50,191.19
24071,Removal (3 centimeters or greater) tissue growth of upper arm or elbow,N,O,275,333,302,321,1010.47,276.69,4500.00,577.99,355.32,71.44,597.60,85.03,272.49,12.92,478.08,76.96
24073,Removal (5 centimeters or greater) muscle growth of upper arm or elbow,N,F,884,976,956,961,2178.36,120.00,18278.77,1851.98,656.24,43.82,1225.63,215.69,517.95,35.06,980.50,175.83
24073,Removal (5 centimeters or greater) muscle growth of upper arm or elbow,N,O,31,34,34,34,1712.59,422.95,8500.00,1412.04,671.18,47.15,1241.81,160.34,507.32,37.72,993.45,165.55
24075,Removal (less than 3 centimeters) tissue growth of upper arm or elbow,N,F,1783,2502,2020,2034,1477.23,165.00,22699.00,1495.43,308.27,120.85,923.34,146.22,242.09,0.00,738.67,117.48
24075,Removal (less than 3 centimeters) tissue growth of upper arm or elbow,N,O,661,980,824,859,916.10,85.00,4075.00,479.58,444.41,85.00,800.00,85.47,349.18,68.00,640.00,72.00
24076,Removal (less than 5 centimeters) tissue growth of upper arm or elbow,N,F,945,1079,1037,1048,1753.50,200.00,18680.00,1600.88,497.12,134.09,925.25,128.14,391.80,0.00,740.20,106.73
24076,Removal (less than 5 centimeters) tissue growth of upper arm or elbow,N,O,90,102,99,100,1052.43,323.00,2460.00,452.54,496.91,254.05,753.03,97.85,389.44,30.00,602.42,86.56
24077,Removal (less than 5 centimeters) tissue growth of upper arm or elbow,N,F,257,403,391,401,2927.65,175.00,12101.00,1615.55,954.16,175.00,1245.52,195.90,755.95,0.00,996.42,168.13
24077,Removal (less than 5 centimeters) tissue growth of upper arm or elbow,N,O,34,55,51,55,2005.14,100.00,9613.00,1375.24,941.20,100.00,1159.68,216.52,748.96,80.00,927.74,170.61
24079,Removal (5 centimeters or greater) tissue growth of upper arm or elbow,N,F,380,542,528,539,3824.42,306.00,25000.00,2346.53,1184.97,105.12,1634.93,373.31,945.27,0.00,1307.94,301.25
24079,Removal (5 centimeters or greater) tissue growth of upper arm or elbow,N,O,13,24,24,24,3356.24,1305.28,8100.00,1324.64,1379.54,721.76,1541.47,173.87,1103.64,577.41,1233.18,139.09
24100,Incision of elbow with biopsy of joint lining,N,F,14,14,14,14,2019.71,164.11,5780.00,1423.96,400.30,31.09,927.87,270.16,320.24,24.87,742.30,216.13
24101,Incision and exploration of elbow joint,N,F,375,404,397,403,2009.80,102.00,14300.00,1873.96,446.77,30.34,1510.25,368.11,355.60,0.00,1208.20,294.24
24102,Removal of elbow joint lining,N,F,227,261,249,260,2590.66,153.00,18667.68,2410.15,548.27,38.28,1451.53,342.68,425.26,0.00,1161.22,269.35
24105,Removal of fluid-filled sac of elbow,N,F,4122,6082,5885,6054,1761.39,169.60,25317.00,2005.31,422.80,43.09,1208.99,231.78,332.32,0.00,967.19,185.17
24105,Removal of fluid-filled sac of elbow,N,O,75,83,83,83,1089.92,125.00,8400.00,1156.98,312.62,125.00,404.19,60.84,244.37,35.00,323.35,56.00
24110,Removal of upper arm bone cyst or growth,N,F,106,126,124,126,2252.64,658.08,13115.00,1704.07,425.76,258.77,1060.31,167.47,332.59,157.99,848.25,133.95
24116,Removal of upper arm bone cyst or growth,N,F,19,20,20,20,2817.65,500.00,4897.00,1094.76,611.66,57.83,1027.84,315.78,489.33,46.26,822.27,252.63
24120,Removal of elbow or upper forearm bone cyst or growth,N,F,432,493,478,484,2590.33,66.85,18680.00,2680.74,539.11,33.81,1155.16,227.52,425.79,27.05,924.13,183.72
24130,Removal of forearm bone at elbow joint,N,F,317,351,350,351,2345.17,212.00,18290.00,2386.90,495.75,195.53,1508.94,338.88,389.06,35.00,1207.15,268.83
24134,Removal of abscess or infected upper arm bone,N,F,40,49,48,49,2140.67,365.70,5616.00,1160.19,527.97,61.83,1281.34,300.54,422.37,49.46,1025.07,240.44
24138,Removal of abscess or infected elbow bone,N,F,75,78,77,77,1849.98,264.00,13105.00,1510.02,480.38,46.42,1354.98,260.55,383.59,37.14,1083.98,207.98
24140,Removal of portion of upper arm bone,N,F,232,333,314,333,2252.33,100.00,20000.00,1946.14,563.73,43.08,1348.43,312.87,448.24,34.46,1078.74,249.33
24145,Removal of forearm bone at elbow joint,N,F,49,50,50,50,1822.27,589.52,5075.00,813.81,436.41,268.94,1360.82,234.18,346.11,83.62,1088.66,190.36
24147,Removal of elbow bone,N,F,466,537,534,536,2104.38,486.20,11988.00,1530.66,602.68,243.10,1707.14,264.86,472.06,0.00,1365.71,217.41
24149,Removal of elbow joint capsule and bone,N,F,328,399,388,397,3618.15,149.36,16382.60,2526.12,959.92,78.93,4242.47,431.46,751.64,0.00,3393.98,350.85
24150,Removal of upper arm bone growth,N,F,69,80,79,80,6416.19,254.25,30000.00,7710.85,1247.38,108.31,1738.00,486.74,985.62,86.65,1390.40,397.30
24155,Removal of elbow joint bones,N,F,19,19,19,19,2046.54,485.00,3943.00,942.97,613.47,109.84,981.58,296.95,454.90,0.00,785.26,256.72
24160,Removal of elbow joint hardware,N,F,207,270,256,269,2162.48,301.60,12819.30,1577.61,464.94,173.34,1759.38,219.44,369.86,0.00,1407.50,176.42
24164,Removal of hardware of forearm bone at elbow joint,N,F,88,91,91,91,1988.22,500.00,11534.00,1699.01,434.01,219.85,1759.38,304.11,345.84,175.88,1407.50,243.24
24200,"Removal of foreign body, upper arm or elbow area",N,F,129,136,130,131,607.09,120.00,5000.00,704.29,107.41,8.66,160.28,33.66,82.16,0.00,128.22,30.96
24200,"Removal of foreign body, upper arm or elbow area",N,O,119,129,127,127,369.30,85.00,1500.00,204.03,180.39,85.00,247.46,35.34,138.31,8.60,185.21,34.44
24201,"Removal of foreign body, upper arm or elbow area",N,F,137,148,142,145,1493.28,187.66,6679.00,1072.92,315.79,161.55,791.91,149.35,247.05,25.00,633.53,117.72
24220,Injection of dye for X-ray imaging of elbow joint,N,F,93,98,95,97,363.82,65.04,1620.00,309.24,65.79,33.12,89.56,6.62,50.06,0.00,59.44,11.18
24220,Injection of dye for X-ray imaging of elbow joint,N,O,79,161,144,159,421.76,152.81,1229.00,267.32,152.43,74.63,200.31,18.97,119.12,45.00,160.25,18.56
24300,Manipulation of elbow under anesthesia,N,F,177,203,189,201,1320.06,356.00,7000.00,905.83,299.23,153.48,649.15,104.60,238.42,51.00,497.63,83.60
24301,Relocation of muscle or tendon of upper arm or elbow,N,F,112,270,255,263,2453.50,114.67,11315.25,1712.04,451.49,46.04,1454.93,337.00,358.95,36.83,1163.94,269.22
24305,Lengthening of tendon of upper arm or elbow,N,F,386,1000,887,905,2387.73,149.80,12300.00,1966.48,555.66,35.80,1706.74,383.87,433.10,0.00,1365.39,302.85
24310,Incision of tendon located from elbow to shoulder,N,F,216,378,340,341,1647.43,36.44,10400.00,1533.31,261.40,29.00,864.01,133.34,207.13,23.20,691.21,106.63
24320,Relocation of forearm tendon and muscle,N,F,9,11,11,11,2610.36,450.00,6494.00,1923.07,539.46,94.60,815.84,217.11,431.57,75.68,652.67,173.68
24330,Relocation of forearm tendons,N,F,24,36,36,36,3829.72,225.00,19950.00,4246.83,1151.24,105.07,4672.86,1341.13,920.49,84.06,3738.28,1073.04
24332,Release of scarring of upper arm tendon at shoulder joint,N,F,49,70,70,70,2097.18,500.00,5700.00,1035.44,471.17,273.74,1410.03,251.32,372.31,122.00,1128.02,203.13
24340,Anchoring of biceps tendon at elbow,N,F,208,233,233,233,2423.21,120.00,14534.00,2098.06,614.97,38.29,2599.40,583.87,485.85,0.00,2079.52,465.84
24341,Repair of tendon or muscle of upper arm or elbow,N,F,862,1092,1032,1048,2499.95,81.08,36167.00,2471.16,662.88,44.06,2599.40,520.95,521.91,0.00,2079.52,414.84
24342,Reinsertion of torn biceps or triceps tendon at elbow,N,F,1878,2235,2201,2224,3097.80,117.17,26685.72,2807.45,810.13,51.90,2577.06,563.18,631.46,0.00,2000.44,444.75
24343,Repair of ligament at elbow,N,F,712,819,809,814,2417.23,113.78,17842.44,2024.89,428.27,43.01,1705.68,266.71,337.09,0.00,1364.54,212.63
24345,Repair of ligament at elbow,N,F,159,171,171,171,1998.63,214.64,11315.25,1550.60,401.50,42.90,1456.18,249.69,321.20,34.32,1164.94,199.75
24346,Repair of ligament at elbow,N,F,39,42,40,42,3974.56,646.00,11941.00,2661.43,917.13,70.04,3544.38,787.16,714.69,0.00,2835.50,639.46
24357,Incision of tendon to repair elbow joint,N,F,269,352,345,348,2565.95,196.50,13945.00,2507.27,592.74,27.00,1694.90,414.18,453.25,15.41,1345.35,324.88
24357,Incision of tendon to repair elbow joint,N,O,44,64,56,62,1241.95,254.00,3660.00,671.62,423.04,102.19,513.73,60.61,324.26,75.35,410.98,73.14
24358,Removal of tissue or bone at elbow,N,F,863,1096,1065,1075,2590.02,78.29,31778.00,2673.08,648.90,31.87,1773.87,405.08,496.73,0.00,1419.10,325.37
24359,Removal of tissue or bone at elbow with tendon repair,N,F,1115,1590,1544,1568,2904.34,107.92,20120.00,2528.13,769.16,41.02,1757.87,348.90,591.83,0.00,1406.30,285.14
24360,Repair of elbow joint,N,F,48,54,52,52,2419.25,216.77,5753.00,1270.19,699.80,58.85,1582.30,343.68,548.62,15.00,1265.84,279.15
24361,Repair of elbow joint,N,F,67,69,69,69,3101.40,484.00,7325.00,1552.63,764.22,80.69,1121.37,350.37,606.50,64.55,897.10,277.16
24363,Total elbow joint replacement with prosthesis,N,F,818,1234,1213,1233,4494.17,192.71,32630.00,3018.04,1134.59,135.10,2064.60,557.58,898.29,90.54,1651.68,447.20
24365,Repair of forearm bone at elbow,N,F,78,80,80,80,2055.25,147.60,5917.00,1303.83,474.71,40.67,1568.14,314.06,376.18,32.54,1254.51,251.24
24366,Repair of forearm bone at elbow,N,F,328,354,350,354,2748.06,87.06,35416.00,3848.77,784.42,41.52,10124.82,1691.36,605.25,0.00,8099.86,1325.37
24400,Incision to repair upper arm bone,N,F,200,408,403,407,1848.10,127.68,8162.00,1246.44,431.15,50.02,3541.26,493.80,335.18,0.00,2833.01,357.95
24420,Shortening or lengthening of upper arm bone,N,F,55,109,106,109,2403.22,497.00,7500.00,1330.87,456.10,60.16,1885.19,357.33,362.13,48.13,1508.15,285.49
24430,Repair of non-healed upper arm bone,N,F,770,882,866,880,2978.33,136.12,19747.07,2082.09,818.29,64.99,5259.04,584.21,649.56,0.00,4207.23,468.50
24435,Repair of non-healed upper arm bone with graft,N,F,426,490,487,489,3335.25,275.00,23990.92,2594.72,824.58,72.67,3950.51,494.19,653.08,0.00,3160.41,398.44
24495,Incision of forearm tissue with exploration of artery,N,F,113,124,119,121,1801.06,274.00,8600.00,1194.58,491.37,39.96,764.39,183.27,388.05,0.00,611.51,149.76
24498,Stabilization of upper arm bone with hardware,N,F,115,135,131,135,2913.99,148.73,20000.00,2929.73,633.86,55.32,3519.47,391.45,498.26,44.26,2815.58,316.53
24500,Treatment of upper arm fracture,N,F,2105,2441,2435,2437,899.08,154.19,4549.00,434.38,284.82,0.15,519.48,49.04,225.07,0.00,415.58,42.67
24500,Treatment of upper arm fracture,N,O,2057,2866,2674,2686,771.73,3.66,3980.00,400.09,317.76,0.77,491.03,89.66,248.31,0.00,392.82,74.30
24505,Treatment of broken upper arm bone,N,F,747,830,822,828,1371.93,49.00,6250.00,671.09,406.00,49.00,545.05,84.56,321.93,0.00,436.04,69.17
24505,Treatment of broken upper arm bone,N,O,256,289,286,289,1262.10,339.73,4283.00,651.43,492.21,111.45,594.45,63.58,388.79,0.00,475.56,58.90
24515,Surgical treatment of broken upper arm bone,N,F,2706,3643,3570,3631,2366.00,108.68,27030.04,1662.60,629.88,47.09,3562.36,360.97,498.49,0.00,2849.89,287.85
24515,Surgical treatment of broken upper arm bone,N,O,24,24,24,24,2423.97,972.02,4000.00,923.29,701.37,1.90,968.47,285.10,528.40,0.00,774.78,249.58
24516,Treatment of broken upper arm bone,N,F,2440,3344,3304,3329,2398.29,107.00,20600.00,1620.84,650.06,53.59,3589.73,318.88,515.99,0.00,2871.78,255.21
24516,Treatment of broken upper arm bone,N,O,13,14,14,14,2881.67,357.31,5512.00,1457.66,752.75,121.48,949.77,256.35,602.20,97.18,759.82,205.08
24530,Treatment of growth plate or broken upper arm bone at elbow,N,F,787,822,819,821,950.45,44.95,3588.00,396.39,298.55,44.95,404.85,60.37,236.03,0.00,323.88,50.56
24530,Treatment of growth plate or broken upper arm bone at elbow,N,O,953,1094,1092,1094,837.28,253.01,3990.00,324.31,364.62,142.57,613.86,35.85,287.69,0.00,491.09,36.34
24535,Treatment of growth plate or broken upper arm bone at elbow,N,F,209,222,221,222,1609.68,457.00,6059.00,806.49,492.34,62.88,778.64,124.36,391.15,50.30,622.91,102.34
24535,Treatment of growth plate or broken upper arm bone at elbow,N,O,51,52,52,52,1842.79,472.16,6564.00,1209.15,607.81,472.16,711.73,55.30,473.71,50.00,569.38,77.74
24538,Treatment of growth plate or broken upper arm bone at elbow,N,F,117,127,127,127,2033.49,567.39,8094.00,1037.49,702.26,329.52,1369.29,160.21,559.23,263.62,1095.43,129.21
24545,Surgical treatment of growth plate or broken upper arm bone at elbow,N,F,1377,1601,1568,1590,2346.35,134.63,19869.50,1645.79,711.42,58.70,3153.95,386.89,566.26,0.00,2523.16,310.57
24546,Surgical treatment of growth plate or broken upper arm at elbow,N,F,1124,1322,1308,1317,3056.19,134.12,19615.00,1934.25,834.71,63.48,3142.39,409.50,665.13,0.51,2513.91,328.06
24560,Treatment of broken upper arm bone at shoulder,N,F,266,355,268,268,703.46,4.07,2913.00,552.07,167.25,0.59,330.65,106.03,131.97,0.00,264.52,85.11
24560,Treatment of broken upper arm bone at shoulder,N,O,256,272,272,272,764.08,215.00,5000.00,416.83,298.58,139.30,513.23,44.99,231.06,0.00,410.58,45.33
24565,Treatment of broken upper arm bone at shoulder,N,F,37,39,38,38,1371.25,400.00,3663.00,807.58,378.34,180.29,536.19,108.07,302.67,144.23,428.95,86.46
24575,Surgical treatment of broken upper arm bone at elbow,N,F,176,192,187,191,2142.15,133.35,7319.00,1315.66,515.51,44.72,2708.13,364.46,396.51,35.78,2166.50,265.59
24576,Treatment of broken upper arm bone at shoulder joint,N,F,259,268,268,268,843.48,166.32,3000.00,334.96,252.20,114.50,351.48,52.78,199.13,88.38,281.18,44.60
