HCPCS Code,HCPCS Description,HCPCS Drug Indicator,Place of Service,Number of Providers,Number of Services,Number of Unique Beneficiary/Provider Interactions,Number of Distinct Medicare Beneficiary/Per Day Services,Average Submitted Charge Amount,Minimum Submitted Charge Amount,Maximum Submitted Charge Amount,Standard Deviation of Submitted Charge Amount,Average Medicare Allowed Amount,Minimum Medicare Allowed Amount,Maximum Medicare Allowed Amount,Standard Deviation of Medicare Allowed Amount,Average Medicare Payment Amount,Minimum Medicare Payment Amount,Maximum Medicare Payment Amount,Standard Deviation of Medicare Payment Amount
Q0115,"Post-coital direct, qualitative examinations of vaginal or cervical mucous",N,O,1,127,57,127,18.00,18.00,18.00,0.00,13.60,13.60,13.60,0.00,13.30,13.30,13.30,0.00
Q0138,"Injection, ferumoxytol, for treatment of iron deficiency anemia, 1 mg (non-esrd use)",Y,O,3088,35714282,36531,70290,1.98,0.01,600.00,1.32,0.66,0.01,0.68,0.01,0.51,0.00,0.53,0.02
Q0139,"Injection, ferumoxytol, for treatment of iron deficiency anemia, 1 mg (for esrd on dialysis)",Y,O,83,291799,382,651,2.23,0.65,2550.00,11.20,0.66,0.61,0.68,0.01,0.51,0.00,0.53,0.03
Q0162,"Ondansetron 1 mg, oral, fda approved prescription anti-emetic, for use as a complete therapeutic substitute for an iv anti-emetic at the time of chemotherapy treatment, not to exceed a 48 hour dosage regimen",Y,O,7,70,11,12,12.77,1.00,35.00,13.64,0.04,0.04,0.05,0.01,0.03,0.03,0.04,0.00
Q0478,"Power adapter for use with electric or electric/pneumatic ventricular assist device, vehicle type",N,O,3,13,13,13,792.31,700.00,900.00,99.70,209.89,167.79,257.33,43.92,156.14,133.31,182.61,24.51
Q0479,"Power module for use with electric or electric/pneumatic ventricular assist device, replacement only",N,O,5,21,21,21,19137.85,11027.83,31200.00,7543.53,11517.38,11027.83,12271.40,592.05,9072.17,8704.63,9622.18,432.60
Q0481,"Microprocessor control unit for use with electric ventricular assist device, replacement only",N,O,9,37,34,35,17717.61,13267.73,38600.00,6516.64,13426.95,13267.73,13593.62,124.49,10558.44,10401.90,10766.15,121.32
Q0486,"Monitor control cable for use with electric/pneumatic ventricular assist device, replacement only",N,O,3,14,14,14,2357.14,900.00,2850.00,782.36,272.98,267.16,273.70,1.68,215.26,213.65,215.89,1.00
Q0495,"Battery/power pack charger for use with electric or electric/pneumatic ventricular assist device, replacement only",N,O,6,23,23,23,16086.55,3813.96,28800.00,9290.43,5356.08,3813.96,8807.98,2283.41,4217.59,3010.49,6913.23,1783.23
Q0497,"Battery clips for use with electric or electric/pneumatic ventricular assist device, replacement only",N,O,5,29,19,19,3096.34,1244.00,4400.00,1447.31,541.87,427.45,786.40,164.04,426.25,335.12,617.32,128.19
Q0498,"Holster for use with electric or electric/pneumatic ventricular assist device, replacement only",N,O,5,32,32,32,1360.73,469.01,1638.25,311.85,475.25,469.01,480.51,3.50,374.73,367.71,378.64,2.88
Q0499,"Belt/vest/bag for use to carry external peripheral components of any type ventricular assist device, replacement only",N,O,8,45,42,43,848.37,152.38,1336.67,474.68,168.30,152.38,213.91,25.96,129.93,96.43,168.38,23.16
Q0501,"Shower cover for use with electric or electric/pneumatic ventricular assist device, replacement only",N,O,7,34,33,34,1151.42,337.50,1800.00,532.16,465.10,337.50,473.01,22.40,365.75,264.60,373.04,17.81
Q0505,Miscellaneous supply or accessory for use with ventricular assist device,N,O,7,104,48,81,576.57,83.60,5445.63,1417.70,565.74,77.00,5445.63,1420.94,196.25,61.60,1031.50,283.45
Q0506,"Battery, lithium-ion, for use with electric or electric/pneumatic ventricular assist device, replacement only",N,O,10,411,67,69,1901.08,779.89,3750.00,646.83,810.43,779.89,868.98,35.95,637.27,538.78,683.45,28.57
Q0508,Mis sup/acc imp vad,N,O,13,3143,168,372,50.42,22.70,2430.00,106.56,42.94,22.23,1857.50,70.66,33.66,17.43,1456.28,55.40
Q0509,Mis sup/ac imp vad nopay med,N,O,7,127,19,25,1823.14,40.00,2703.04,1217.12,1626.89,14.95,2442.84,1123.20,1275.48,11.72,1915.19,880.59
Q2026,"Injection, radiesse, 0. 1 ml",N,O,18,432,28,48,59.56,1.00,1010.00,143.39,42.21,1.00,802.50,99.69,33.23,0.78,629.16,78.23
Q2027,"Injection, sculptra, 0. 1 ml",N,O,33,28513,189,522,18.21,0.00,1000.00,25.51,9.01,0.00,1000.00,18.09,7.07,0.00,800.00,14.12
Q2033,"Influenza vaccine, (flublok)",N,O,63,384,380,384,45.97,13.50,125.00,19.84,32.50,13.50,38.17,7.31,31.85,13.23,37.41,7.16
Q2034,"Influenza virus vaccine, split virus, for intramuscular use (agriflu)",N,O,701,13165,13026,13163,31.93,0.01,37750.00,328.95,20.19,0.01,31.00,6.48,19.79,0.01,31.00,6.34
Q2035,"Influenza virus vaccine, split virus, when administered to individuals 3 years of age and older, for intramuscular use (afluria)",Y,F,93,532,528,532,17.84,7.00,75.00,9.64,11.43,7.00,11.54,0.70,11.18,3.43,11.54,0.90
Q2035,"Influenza virus vaccine, split virus, when administered to individuals 3 years of age and older, for intramuscular use (afluria)",Y,O,32033,615163,611311,614792,19.01,0.01,1500.00,13.91,11.50,0.01,35.77,0.46,11.30,0.00,35.06,0.48
Q2036,"Influenza virus vaccine, split virus, when administered to individuals 3 years of age and older, for intramuscular use (flulaval)",Y,F,176,1436,1426,1436,20.30,0.01,51.00,6.20,8.67,0.01,9.83,0.42,8.49,0.00,9.83,0.49
Q2036,"Influenza virus vaccine, split virus, when administered to individuals 3 years of age and older, for intramuscular use (flulaval)",Y,O,39874,1269226,1257359,1269169,22.46,0.01,602.31,13.46,8.84,0.01,37.60,0.38,8.65,0.00,36.85,0.39
Q2037,"Influenza virus vaccine, split virus, when administered to individuals 3 years of age and older, for intramuscular use (fluvirin)",Y,F,262,1386,1381,1386,21.44,0.01,50.00,8.08,14.77,0.01,25.24,1.28,14.40,0.00,24.74,1.52
Q2037,"Influenza virus vaccine, split virus, when administered to individuals 3 years of age and older, for intramuscular use (fluvirin)",Y,O,76850,3714061,3677055,3713917,19.95,0.01,562.00,10.77,13.92,0.01,37.96,1.11,13.64,0.00,37.20,1.08
Q2038,"Influenza virus vaccine, split virus, when administered to individuals 3 years of age and older, for intramuscular use (fluzone)",Y,F,719,5583,5525,5583,20.58,9.00,219.00,11.12,11.52,9.00,12.05,0.89,11.28,0.00,12.05,1.07
Q2038,"Influenza virus vaccine, split virus, when administered to individuals 3 years of age and older, for intramuscular use (fluzone)",Y,O,93030,2733725,2707355,2733038,22.99,0.01,2674.23,25.67,11.98,0.01,53.00,0.49,11.73,0.00,51.94,0.50
Q4017,"Cast supplies, long arm splint, adult (11 years +), plaster",N,O,821,1736,1564,1676,33.62,3.00,300.00,30.49,8.68,3.00,8.75,0.41,6.72,0.00,7.00,0.71
Q2039,"Influenza virus vaccine, split virus, when administered to individuals 3 years of age and older, for intramuscular use (not otherwise specified)",N,F,63,549,535,549,31.41,0.01,75.00,8.99,13.04,0.01,13.60,0.88,12.42,0.00,13.36,2.12
Q2039,"Influenza virus vaccine, split virus, when administered to individuals 3 years of age and older, for intramuscular use (not otherwise specified)",N,O,3035,35881,35519,35876,26.53,0.01,180.00,10.29,12.45,0.01,70.00,1.46,12.20,0.00,68.60,1.45
Q4102,"Oasis wound matrix, per square centimeter",Y,O,519,69042,2310,5955,26.05,0.00,3500.00,53.12,8.33,0.00,9.51,0.48,6.50,0.00,7.46,0.50
Q2043,"Sipuleucel-t, minimum of 50 million autologous cd54+ cells activated with pap-gm-csf, including leukapheresis and all other preparatory procedures, per infusion",Y,O,1082,4144,2186,4141,58334.11,30955.00,99000.00,20916.23,32715.77,30932.43,48170.34,515.61,25483.70,0.00,38536.27,1806.06
Q2049,"Injection, doxorubicin hydrochloride, liposomal, imported lipodox, 10 mg",Y,O,900,23592,1640,3998,1055.08,7.50,14828.00,389.82,495.67,7.50,498.27,27.14,387.66,0.00,398.61,35.75
Q2050,Doxorubicin inj 10mg,Y,O,1530,37222,2597,5774,1077.86,0.01,3818.50,391.36,539.47,0.01,545.48,43.83,420.74,0.00,427.65,40.68
Q2051,Zoldedronic acid 1mg,Y,F,6,67,15,15,424.48,200.00,1019.00,176.17,181.97,150.33,196.42,11.11,142.67,117.85,153.99,8.71
Q2051,Zoldedronic acid 1mg,Y,O,9406,536073,75539,125515,435.28,0.01,6216.60,171.27,172.75,0.01,382.65,8.66,134.69,0.00,300.00,7.63
Q3001,"Radioelements for brachytherapy, any type, each",N,F,8,1366,25,25,82.92,23.56,11287.50,394.15,49.53,23.56,6510.00,266.48,39.18,18.57,5208.00,213.20
Q3001,"Radioelements for brachytherapy, any type, each",N,O,31,11055,222,233,125.45,32.80,6561.00,271.84,70.59,14.50,2795.00,112.04,55.48,11.45,2214.08,88.49
Q3014,Telehealth originating site facility fee,N,F,17,987,535,987,29.31,25.00,60.00,2.52,24.43,24.43,24.43,0.00,18.49,15.00,19.54,0.89
Q3014,Telehealth originating site facility fee,N,O,779,45937,18537,45898,36.55,14.81,196.00,19.15,24.09,14.81,24.43,1.04,17.37,0.00,19.54,1.72
Q3025,"Injection, interferon beta-1a, 11 mcg for intramuscular use",Y,O,444,24232,651,8307,453.81,0.00,4840.13,401.38,294.55,0.00,373.21,25.32,230.71,0.00,296.67,22.07
Q4001,"Casting supplies, body cast adult, with or without head, plaster",N,O,18,38,31,38,74.96,10.00,200.00,36.12,43.57,10.00,47.00,8.86,33.68,7.84,37.60,7.83
Q4002,"Cast supplies, body cast adult, with or without head, fiberglass",N,O,7,60,36,57,155.50,45.00,477.00,131.52,111.48,45.00,177.62,33.53,86.75,35.28,142.10,27.41
Q4004,"Cast supplies, shoulder cast, adult (11 years +), fiberglass",N,O,15,43,36,40,108.26,15.00,260.00,46.24,91.08,15.00,116.86,22.09,71.14,11.76,93.49,17.49
Q4005,"Cast supplies, long arm cast, adult (11 years +), plaster",N,O,240,390,347,371,45.61,3.75,615.00,45.97,12.18,3.75,12.45,1.05,9.39,0.00,9.96,1.39
Q4006,"Cast supplies, long arm cast, adult (11 years +), fiberglass",N,O,4354,11198,9004,10280,65.65,4.00,1260.00,49.36,27.63,4.00,28.79,1.89,21.26,0.00,22.80,2.62
Q4008,"Cast supplies, long arm cast, pediatric (0-10 years), fiberglass",N,O,69,87,75,77,42.59,10.00,200.00,30.29,13.89,10.00,14.02,0.66,10.80,0.00,11.22,1.28
Q4009,"Cast supplies, short arm cast, adult (11 years +), plaster",N,O,685,1957,1639,1893,30.79,2.99,368.00,29.28,8.16,2.99,8.31,0.63,6.26,0.00,6.65,0.82
Q4010,"Cast supplies, short arm cast, adult (11 years +), fiberglass",N,F,17,39,36,39,39.35,18.70,100.00,13.10,18.70,18.70,18.70,0.00,14.81,14.66,14.96,0.12
Q4010,"Cast supplies, short arm cast, adult (11 years +), fiberglass",N,O,11964,78556,61376,74799,50.55,2.00,1000.00,42.80,18.49,2.00,19.25,1.05,14.21,0.00,15.19,1.26
Q4011,"Cast supplies, short arm cast, pediatric (0-10 years), plaster",N,O,11,13,12,12,28.82,5.00,50.00,14.54,4.15,4.15,4.15,0.00,2.52,0.00,3.32,1.22
Q4012,"Cast supplies, short arm cast, pediatric (0-10 years), fiberglass",N,O,140,162,153,154,39.59,6.92,840.00,67.47,9.26,6.92,9.36,0.40,7.01,0.00,7.49,1.48
Q4013,"Cast supplies, gauntlet cast (includes lower forearm and hand), adult (11 years +), plaster",N,O,92,500,337,494,61.99,12.50,300.00,34.03,15.08,11.32,15.13,0.38,11.68,0.00,12.10,1.13
Q4014,"Cast supplies, gauntlet cast (includes lower forearm and hand), adult (11 years +), fiberglass",N,O,1491,5350,4406,5149,54.28,8.00,500.00,34.10,25.12,8.00,25.51,1.58,19.21,0.00,20.41,2.18
Q4016,"Cast supplies, gauntlet cast (includes lower forearm and hand), pediatric (0-10 years), fiberglass",N,O,15,30,24,25,133.62,6.00,300.00,127.83,12.47,6.00,12.75,1.24,9.86,4.70,10.20,1.00
Q4018,"Cast supplies, long arm splint, adult (11 years +), fiberglass",N,O,3698,7450,6768,7292,46.72,3.00,980.00,36.01,13.87,3.00,13.94,0.45,10.67,0.00,11.15,1.29
Q4019,"Cast supplies, long arm splint, pediatric (0-10 years), plaster",N,O,14,20,19,19,17.35,2.00,50.00,14.60,4.26,2.00,4.38,0.52,3.36,1.57,3.51,0.41
Q4020,"Cast supplies, long arm splint, pediatric (0-10 years), fiberglass",N,O,36,41,39,39,40.18,6.00,352.95,53.50,6.96,6.00,6.98,0.15,5.08,0.00,5.59,1.43
Q4021,"Cast supplies, short arm splint, adult (11 years +), plaster",N,O,1323,4251,3714,4195,31.00,3.58,300.00,30.17,6.44,3.58,6.47,0.19,4.95,0.00,5.18,0.47
Q4022,"Cast supplies, short arm splint, adult (11 years +), fiberglass",N,F,10,13,13,13,30.31,13.00,69.00,17.20,11.68,11.68,11.68,0.00,9.28,9.15,9.34,0.07
Q4022,"Cast supplies, short arm splint, adult (11 years +), fiberglass",N,O,6646,20711,18665,20404,42.17,4.00,896.00,34.73,11.60,4.00,11.68,0.41,8.85,0.00,9.35,0.99
Q4023,"Cast supplies, short arm splint, pediatric (0-10 years), plaster",N,O,16,20,19,19,23.35,5.00,100.00,28.19,3.25,3.25,3.25,0.00,2.42,0.00,2.55,0.56
Q4024,"Cast supplies, short arm splint, pediatric (0-10 years), fiberglass",N,O,45,48,47,47,29.34,6.04,85.00,19.14,5.84,5.84,5.84,0.00,4.45,0.00,4.67,0.76
Q4029,"Cast supplies, long leg cast, adult (11 years +), plaster",N,O,58,93,72,93,60.78,15.00,250.00,40.96,26.99,15.00,27.75,2.35,20.45,5.99,22.20,2.86
Q4030,"Cast supplies, long leg cast, adult (11 years +), fiberglass",N,O,1292,2181,1674,2017,120.00,7.50,515.00,62.32,69.34,7.50,73.05,10.31,53.30,0.00,58.44,10.42
Q4032,"Cast supplies, long leg cast, pediatric (0-10 years), fiberglass",N,O,12,12,12,12,76.58,32.00,150.00,29.02,36.14,32.00,36.52,1.25,28.49,25.09,29.22,1.05
Q4033,"Cast supplies, long leg cylinder cast, adult (11 years +), plaster",N,O,11,50,22,23,59.52,25.45,230.00,40.68,25.67,25.45,25.88,0.11,20.20,19.95,20.70,0.11
Q4034,"Cast supplies, long leg cylinder cast, adult (11 years +), fiberglass",N,O,288,490,371,449,96.58,2.00,258.00,43.18,60.90,2.00,64.38,8.13,47.10,0.00,51.51,8.15
Q4036,"Cast supplies, long leg cylinder cast, pediatric (0-10 years), fiberglass",N,O,13,18,15,15,73.12,31.66,191.00,41.79,32.17,31.66,32.20,0.12,23.82,0.00,25.25,5.78
Q4037,"Cast supplies, short leg cast, adult (11 years +), plaster",N,O,720,4533,2128,4092,57.28,6.00,287.50,34.42,15.61,6.00,18.23,0.84,12.04,0.00,13.50,1.23
Q4038,"Cast supplies, short leg cast, adult (11 years +), fiberglass",N,F,14,35,32,33,64.49,32.00,111.00,17.98,39.21,32.00,39.56,1.45,31.05,25.60,31.65,1.16
Q4038,"Cast supplies, short leg cast, adult (11 years +), fiberglass",N,O,9888,81196,43654,69121,84.23,3.00,1000.00,61.56,38.55,3.00,43.16,3.90,29.36,0.00,34.07,3.90
Q4039,"Cast supplies, short leg cast, pediatric (0-10 years), plaster",N,O,16,37,17,27,30.33,3.00,92.50,26.47,7.38,3.00,7.91,1.52,5.64,0.00,6.33,1.53
Q4040,"Cast supplies, short leg cast, pediatric (0-10 years), fiberglass",N,O,92,111,99,103,56.48,10.00,205.00,36.20,19.43,10.00,19.77,1.33,15.23,5.47,15.82,1.41
Q4041,"Cast supplies, long leg splint, adult (11 years +), plaster",N,O,113,183,145,163,40.89,3.69,150.00,24.22,18.34,3.69,19.20,3.20,13.61,0.00,15.36,3.88
Q4042,"Cast supplies, long leg splint, adult (11 years +), fiberglass",N,O,495,670,629,650,71.67,8.50,400.00,39.19,32.26,8.50,32.78,2.53,24.72,0.00,26.23,3.93
Q4045,"Cast supplies, short leg splint, adult (11 years +), plaster",N,O,773,2749,1993,2417,42.57,3.00,323.00,39.69,11.08,3.00,11.15,0.50,8.31,0.00,8.92,1.20
Q4046,"Cast supplies, short leg splint, adult (11 years +), fiberglass",N,O,3246,8205,6561,7751,50.22,2.00,980.00,42.67,17.79,2.00,17.93,0.93,13.59,0.00,14.35,1.67
Q4048,"Cast supplies, short leg splint, pediatric (0-10 years), fiberglass",N,O,45,72,58,66,40.97,0.01,150.00,25.38,8.85,0.01,8.97,1.05,6.66,0.00,7.18,1.43
Q4049,"Finger splint, static",N,O,3189,8022,7042,7693,19.53,0.79,200.00,18.64,2.03,0.79,21.00,0.24,1.51,0.00,16.46,0.32
Q4050,"Cast supplies, for unlisted types and materials of casts",N,O,53,427,252,256,26.04,2.00,105.00,18.90,14.04,1.60,52.50,14.44,10.97,1.27,41.16,11.35
Q4051,"Splint supplies, miscellaneous (includes thermoplastics, strapping, fasteners, padding and other supplies)",N,O,244,1071,898,973,33.03,1.00,122.50,17.57,17.04,1.00,45.00,12.82,13.14,0.00,32.00,9.96
Q4100,"Skin substitute, not otherwise specified",N,O,10,161,66,74,170.96,30.89,534.75,106.18,46.53,21.66,495.00,66.84,36.64,17.33,388.08,52.37
Q4101,"Apligraf, per square centimeter",Y,F,78,10262,153,274,74.16,18.18,2186.00,69.58,38.93,18.18,41.06,4.14,30.66,14.55,32.19,3.22
Q4101,"Apligraf, per square centimeter",Y,O,694,166021,1743,3969,61.19,15.00,4500.00,39.93,39.99,15.00,41.06,1.27,31.22,0.45,32.20,1.91
Q4102,"Oasis wound matrix, per square centimeter",Y,F,24,52931,516,4578,24.97,1.82,537.94,9.51,8.50,1.82,9.51,0.12,6.70,1.45,7.46,0.09
Q4106,"Dermagraft, per square centimeter",Y,F,36,12512,108,374,73.86,5.66,1589.00,68.37,42.59,5.66,44.46,3.62,33.41,4.43,34.86,2.97
Q4106,"Dermagraft, per square centimeter",Y,O,794,289399,1859,7632,67.20,6.65,2100.00,28.57,43.25,6.65,44.48,1.32,33.47,0.00,34.87,2.81
Q4107,"Graftjacket, per square centimeter",Y,F,18,303,24,25,214.90,74.04,3633.70,354.60,94.28,74.04,99.17,9.23,74.61,59.23,79.34,7.08
Q4107,"Graftjacket, per square centimeter",Y,O,27,673,31,41,165.37,97.68,1000.00,88.34,99.08,96.32,100.98,1.22,75.40,23.80,79.34,12.18
Q4110,"Primatrix, per square centimeter",Y,F,13,1921,34,74,84.98,20.68,15000.00,347.02,35.29,20.20,39.19,6.64,27.70,15.84,30.72,5.20
Q4110,"Primatrix, per square centimeter",Y,O,125,17760,355,811,95.31,6.67,2983.03,96.02,36.47,1.00,67.85,2.98,28.57,0.80,53.19,2.43
Q4111,"Gammagraft, per square centimeter",Y,O,18,945,42,56,22.83,6.76,400.00,29.76,6.92,6.59,7.02,0.14,5.46,5.17,5.61,0.13
Q4116,"Alloderm, per square centimeter",Y,F,51,4797,89,93,83.34,29.63,11401.00,215.31,32.17,29.63,32.89,0.30,24.42,22.56,25.90,1.34
Q4118,"Matristem micromatrix, 1 mg",N,F,8,7363,28,124,6.64,2.85,320.00,4.84,2.84,0.32,6.43,0.65,2.23,0.26,5.04,0.51
Q4118,"Matristem micromatrix, 1 mg",N,O,69,58848,254,908,6.89,2.82,1400.00,27.79,3.30,1.64,60.00,1.13,2.60,1.32,47.04,0.88
Q4119,"Matristem wound matrix, psmx, rs, or psm, per square centimeter",N,F,9,3243,36,129,18.42,5.62,1981.67,62.12,6.25,4.28,12.62,1.17,4.92,3.35,9.90,0.91
Q4119,"Matristem wound matrix, psmx, rs, or psm, per square centimeter",N,O,74,21736,242,781,10.59,3.00,2250.00,23.37,4.89,2.00,37.80,1.14,3.85,1.57,29.64,0.89
Q4121,"Theraskin, per square centimeter",Y,F,12,1236,30,47,49.99,22.00,2619.50,81.12,22.37,21.89,23.26,0.40,17.62,17.16,18.23,0.31
Q4121,"Theraskin, per square centimeter",Y,O,97,14058,189,370,46.78,21.93,1014.00,27.58,22.64,20.84,23.35,0.53,17.78,3.90,18.31,0.81
Q4124,"Oasis ultra tri-layer wound matrix, per square centimeter",N,F,13,1068,23,29,19.60,11.88,400.00,12.52,10.69,1.16,11.89,2.54,8.44,0.91,9.32,2.00
Q4124,"Oasis ultra tri-layer wound matrix, per square centimeter",N,O,42,7888,104,175,22.94,3.00,500.00,29.89,8.35,2.12,31.67,4.73,6.58,1.66,25.33,3.71
Q4131,"Epifix, per square centimeter",N,F,10,422,22,43,212.22,18.67,1096.00,145.48,160.81,18.67,231.07,53.73,126.03,2.94,181.16,42.24
Q4131,"Epifix, per square centimeter",N,O,195,7049,643,1820,321.20,25.00,1793.00,147.70,218.75,25.00,1793.00,116.85,171.55,19.60,1405.71,91.52
Q4133,"Grafix prime, per square centimeter",N,O,4,238,11,22,295.19,123.95,3228.00,224.62,250.80,106.00,753.19,125.94,197.72,83.10,602.55,99.79
Q4136,"Ez-derm, per square centimeter",N,O,3,17,12,13,62.00,25.00,75.00,21.10,62.00,25.00,75.00,21.10,48.70,20.00,58.80,16.38
Q9953,"Injection, iron-based magnetic resonance contrast agent, per ml",N,O,24,471,273,289,303.45,16.00,1672.50,347.29,182.54,16.00,796.40,207.08,144.46,12.80,624.38,164.23
Q9954,"Oral magnetic resonance contrast agent, per 100 ml",Y,O,55,2084,622,647,16.38,10.70,135.00,9.03,11.82,9.77,13.77,0.99,9.09,0.00,10.79,1.02
Q9956,"Injection, octafluoropropane microspheres, per ml",Y,O,309,6827,2194,2659,79.34,37.02,421.20,42.03,36.98,31.01,37.30,0.23,28.79,0.00,29.62,1.19
Q9957,"Injection, perflutren lipid microspheres, per ml",Y,O,2031,34183,18717,18983,138.00,18.00,544.00,52.24,55.36,18.00,89.00,0.72,42.76,0.00,69.78,2.11
Q9958,"High osmolar contrast material, up to 149 mg/ml iodine concentration, per ml",Y,O,309,140155,2475,2978,1.54,0.07,235.00,8.26,0.09,0.07,0.54,0.03,0.07,0.00,0.43,0.02
Q9960,"High osmolar contrast material, 200-249 mg/ml iodine concentration, per ml",Y,O,114,43283,4604,8209,10.93,0.08,370.00,23.35,0.17,0.08,0.17,0.01,0.13,0.00,0.14,0.01
Q9961,"High osmolar contrast material, 250-299 mg/ml iodine concentration, per ml",Y,F,5,521,206,491,33.00,0.25,35.00,8.10,0.19,0.18,0.19,0.00,0.14,0.14,0.16,0.00
Q9961,"High osmolar contrast material, 250-299 mg/ml iodine concentration, per ml",Y,O,205,47490,2673,4390,6.05,0.18,266.20,25.49,0.19,0.17,0.20,0.00,0.14,0.00,0.16,0.01
Q9962,"High osmolar contrast material, 300-349 mg/ml iodine concentration, per ml",N,O,62,8625,599,722,7.77,0.24,400.00,40.24,0.47,0.16,74.82,3.05,0.35,0.00,50.50,2.25
Q9963,"High osmolar contrast material, 350-399 mg/ml iodine concentration, per ml",Y,F,10,511,12,14,5.38,5.00,200.01,8.62,0.22,0.18,0.40,0.08,0.17,0.14,0.31,0.06
Q9963,"High osmolar contrast material, 350-399 mg/ml iodine concentration, per ml",Y,O,104,92380,1960,2459,2.33,0.16,200.01,7.46,0.23,0.16,57.60,0.19,0.18,0.00,46.08,0.15
Q9965,"Low osmolar contrast material, 100-199 mg/ml iodine concentration, per ml",Y,F,15,1601,117,184,7.94,2.26,120.00,15.56,0.98,0.95,0.99,0.02,0.77,0.74,0.78,0.01
Q9965,"Low osmolar contrast material, 100-199 mg/ml iodine concentration, per ml",Y,O,1585,2251110,41427,56125,3.00,0.08,691.98,9.40,0.90,0.08,1.09,0.21,0.69,0.00,0.85,0.16
Q9966,"Low osmolar contrast material, 200-299 mg/ml iodine concentration, per ml",Y,F,31,1005,378,468,4.33,0.12,250.00,9.39,0.30,0.12,0.39,0.06,0.23,0.00,0.31,0.05
Q9966,"Low osmolar contrast material, 200-299 mg/ml iodine concentration, per ml",Y,O,3048,3630899,137601,230896,5.64,0.08,6000.00,25.95,0.28,0.08,0.39,0.03,0.22,0.00,0.31,0.03
Q9967,"Low osmolar contrast material, 300-399 mg/ml iodine concentration, per ml",Y,F,145,81613,2074,3545,7.04,0.14,135.00,12.07,0.19,0.10,0.23,0.02,0.14,0.02,0.18,0.02
Q9967,"Low osmolar contrast material, 300-399 mg/ml iodine concentration, per ml",Y,O,18598,87663017,942524,1159200,1.49,0.01,1000.00,2.87,0.16,0.01,0.23,0.01,0.13,0.00,0.18,0.01
Q9968,"Injection, non-radioactive, non-contrast, visualization adjunct (e. g. , methylene blue, isosulfan blue), 1 mg",N,F,8,434,33,33,20.63,0.31,1064.00,142.99,0.66,0.31,1.86,0.47,0.52,0.24,1.46,0.37
Q9968,"Injection, non-radioactive, non-contrast, visualization adjunct (e. g. , methylene blue, isosulfan blue), 1 mg",N,O,39,7126,157,207,7.59,0.10,138.00,5.99,0.77,0.10,0.80,0.10,0.60,0.08,0.64,0.08
